scout,match,robot,team,start,show,move,auto_coral_missed,auto_coral_L1_num,auto_coral_L2_num,auto_coral_L3_num,auto_coral_L4_num,robot_reef_removal,robot_algae_picked,robot_net_score,robot_net_miss,proc_score,coral_L1_num,coral_L2_num,coral_L3_num,coral_L4_num,tele_missed,climb_attempt,ending,climb_time,fouls,defense,driver,dead,comments,commentOpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BH,11,B3,360,C,FALSE,TRUE,2,0,0,0,1,TRUE,TRUE,0,1,2,0,0,1,5,4,FALSE,No,TRUE,0,0,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AY,11,B2,1880,M,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,0,2,2,0,1,FALSE,P,TRUE,0,0,2,cs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW,11,R2,3847,C,FALSE,TRUE,0,0,0,0,1,FALSE,FALSE,0,0,0,1,4,5,2,2,TRUE,D,TRUE,0,0,3,NA,7,Almost tipped over multiple times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBS,11,R1,148,F,FALSE,TRUE,0,0,0,0,2,TRUE,TRUE,2,3,1,0,3,2,2,0,TRUE,D,FALSE,0,0,4,NA,,"Algae kept bouncing out, auto had 1 more L4 but it didn41391t get one at the station",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SY,11,B1,7444,F,FALSE,TRUE,1,0,0,0,1,FALSE,FALSE,0,0,0,0,0,4,4,2,FALSE,P,TRUE,0,0,3,NA,,"Good intake and good coral in general, although there41391s was no defense. Fluid cycles, but I would maybe be a little wary of the coach/drive team. Lots of controlling hand movements over there.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashwin,11,R3,3008,M,FALSE,TRUE,0,1,0,0,0,TRUE,TRUE,2,2,1,0,0,0,0,0,TRUE,D,FALSE,0,0,2,NA,"2,6",During auto attempted one L4 but it dropped to L1. Missed 2 processor shots. Very slow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AY,12,B2,624,M,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,4,0,5,1,0,0,0,0,TRUE,P,FALSE,0,0,4,NA,,Entered barge at 21 seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBS,12,R1,188,F,FALSE,TRUE,0,0,0,0,2,TRUE,FALSE,1,1,0,1,4,5,1,1,TRUE,D,FALSE,0,0,3,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW,12,R2,5026,C,FALSE,TRUE,0,0,0,0,2,FALSE,FALSE,0,0,0,0,6,4,6,1,TRUE,D,FALSE,0,0,4,NA,1,Suffered from 7415 defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SY,12,B1,7415,F,FALSE,FALSE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,1,FALSE,No,FALSE,0,3,2,NA,"1,2","No auto, super wobbly and almost tipped over (also intake slammed down against its own elevator) and at some point they were playing defense against their own team (blocked own station). However, their defense was killing it for a few moments, until they lost the groove and eventually shut down without parking.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BH,12,B3,4091,C,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,1,2,2,FALSE,No,FALSE,0,0,2,NA,1,Suffered from 7415 defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashwin,12,R3,2228,M,FALSE,TRUE,0,0,0,0,1,TRUE,FALSE,3,2,2,0,0,1,0,0,TRUE,D,FALSE,0,0,3,NA,,The two robot net missed algae would have made it if net wasn41391t so full. Couldn41391t gage coral intake b/c defended against a lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AY,13,B2,1710,C,FALSE,TRUE,1,0,0,0,0,TRUE,TRUE,2,1,0,0,4,2,5,0,FALSE,No,FALSE,0,0,3,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW,13,R2,2910,C,FALSE,TRUE,0,0,0,2,2,FALSE,TRUE,5,0,2,8,2,2,2,0,TRUE,D,TRUE,0,0,5,NA,,Really neat L1 stacking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SR,13,R1,5406,F,FALSE,TRUE,0,1,0,0,2,FALSE,FALSE,2,0,0,0,6,4,3,1,TRUE,D,FALSE,0,0,4,NA,,,SR,13,R1,5406,F,FALSE,TRUE,0,1,0,0,2,FALSE,FALSE,2,0,0,0,6,4,3,1,TRUE,D,FALSE,0,0,4,NA,,,SR,13,R1,5406,F,FALSE,TRUE,0,1,0,0,2,FALSE,FALSE,2,0,0,0,6,4,3,1,TRUE,D,FALSE,0,0,4,NA,,,SR,13,R1,5406,F,FALSE,TRUE,0,1,0,0,2,FALSE,FALSE,2,0,0,0,6,4,3,1,TRUE,D,FALSE,0,0,4,NA,
BH,13,B3,3655,F,FALSE,TRUE,1,0,0,0,2,TRUE,TRUE,0,0,3,0,0,8,2,0,TRUE,D,FALSE,0,0,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SY,13,B1,7538,M,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,TRUE,D,FALSE,0,4,4,NA,0,"Purely defense and climb bot. Picture perfect defense, tons of blocks and pins without any actual fouls (some really close moments), but red had too much offensive power for the defense bot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashwin,13,R3,868,M,FALSE,TRUE,0,1,0,0,0,TRUE,FALSE,0,0,1,1,5,4,2,0,TRUE,D,TRUE,0,0,4,NA,,Spent 5 seconds lining up for climb before entering barge. Intook coral well and maneuvered around defense. Missed one algae processor shot. In auto tried L4 but landed L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BH,14,B3,2468,F,FALSE,TRUE,0,0,0,0,2,FALSE,FALSE,0,0,0,0,8,1,4,3,TRUE,D,FALSE,0,0,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBS,14,R1,9085,C,FALSE,TRUE,0,0,0,0,1,FALSE,FALSE,0,0,0,0,0,0,1,2,TRUE,D,FALSE,0,0,1,NA,5,They just sat there at station forcing HP to be the one to correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW,14,R2,10523,F,FALSE,TRUE,0,0,0,0,1,FALSE,FALSE,0,0,0,0,1,3,7,1,TRUE,D,FALSE,0,0,3,NA,7,Limited by the lack of algae removal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashwin,14,R3,10077,M,FALSE,TRUE,0,1,0,0,0,FALSE,FALSE,0,0,0,7,0,0,0,2,FALSE,P,TRUE,0,0,2,NA,,"Bot stuttered a lot. No elevator so could only score L1. L1 scoring is solid, but each cycle took 10+ seconds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SY,14,B1,6665,M,FALSE,TRUE,0,1,0,0,0,FALSE,TRUE,0,0,5,0,0,0,0,0,TRUE,D,FALSE,0,2,3,NA,0,"Good processor shots, however not so quick with it. Mid defense though",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AY,14,B2,3937,C,FALSE,TRUE,0,0,0,0,2,FALSE,FALSE,3,1,0,0,3,6,2,2,TRUE,D,FALSE,0,0,5,NA,7,Accurate scoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AY,15,B2,7565,M,FALSE,TRUE,0,1,0,0,0,TRUE,FALSE,0,1,0,0,0,2,2,1,TRUE,P,FALSE,0,0,2,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW,15,R2,9072,M,FALSE,TRUE,1,0,0,0,0,TRUE,FALSE,3,0,0,0,4,5,3,0,TRUE,P,FALSE,0,0,3,NA,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BH,15,B3,5124,F,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,12,0,0,0,0,FALSE,No,FALSE,0,0,4,NA,,They can only score L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SY,15,B1,4272,C,FALSE,TRUE,3,0,0,0,0,TRUE,FALSE,2,0,0,0,0,5,6,3,TRUE,D,FALSE,0,0,4,NA,1,"Super wobbly, very fast, consistent net score",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashwin,15,R3,1323,C,FALSE,TRUE,0,0,0,0,4,TRUE,TRUE,0,0,2,9,4,4,2,0,TRUE,D,FALSE,0,0,5,NA,7,"Slightly wobbly bot, but cycles are so fast that it41391s inevitable. Cycles lasted under 3 seconds each. Put 2 algae in opponent41391s processor (didn41391t include this in raw data)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBS,15,R1,5142,F,FALSE,TRUE,0,2,0,0,1,FALSE,FALSE,0,0,0,0,4,3,2,0,TRUE,D,FALSE,0,0,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SY,16,B1,1825,C,FALSE,TRUE,1,1,0,0,0,FALSE,FALSE,0,0,0,0,2,1,6,1,TRUE,D,FALSE,0,0,3,NA,,Solid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW,16,R2,6328,C,FALSE,TRUE,0,0,0,0,3,FALSE,TRUE,3,0,2,0,2,3,1,0,TRUE,P,FALSE,0,0,3,NA,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBS,16,R1,930,M,FALSE,TRUE,0,0,0,0,1,TRUE,FALSE,4,0,0,0,0,0,0,0,TRUE,D,FALSE,0,4,2,NA,0,Coral got stuck in robo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AY,16,B2,4905,F,FALSE,TRUE,0,0,0,0,1,TRUE,TRUE,0,0,2,0,0,2,2,1,TRUE,D,FALSE,0,0,3,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BH,16,B3,8590,M,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,1,4,6,0,1,FALSE,P,TRUE,0,0,4,NA,,FIVE BIG BOOMS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashwin,16,R3,10014,F,FALSE,TRUE,0,0,0,0,2,FALSE,FALSE,0,0,0,0,0,3,1,0,FALSE,P,TRUE,0,0,3,NA,7,Last few seconds their coral flew out of the arm. Each cycle lasted 15+ seconds. Only ground intook coral; first ground intake took 20+ seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AY,17,B2,6431,F,FALSE,TRUE,1,0,0,0,0,FALSE,FALSE,0,0,0,0,4,1,3,2,FALSE,P,TRUE,0,0,2,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SY,17,B1,125,C,FALSE,TRUE,0,0,0,0,3,TRUE,FALSE,3,1,0,0,0,7,4,0,TRUE,D,TRUE,0,0,4,NA,,"Precise driving, consistent scoring",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW,17,R2,3538,F,FALSE,TRUE,0,0,0,0,1,TRUE,FALSE,3,0,0,1,5,5,2,2,TRUE,D,FALSE,0,0,3,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BH,17,B3,2635,M,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,1,0,0,0,0,0,0,TRUE,No,FALSE,2,3,3,NA,,Kinda played D for a bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBS,17,R1,7531,M,FALSE,TRUE,0,0,0,0,1,TRUE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,2,1,NA,"4,1,0",Smth broke and it cooked them,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashwin,17,R3,5843,C,FALSE,TRUE,0,0,0,0,2,FALSE,FALSE,0,0,0,1,4,2,2,0,TRUE,D,FALSE,0,0,3,NA,,Attempted climb 22 seconds before match end. Succeeded climb 10 seconds before match end. I.e. 12 second climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BH,18,B3,7563,F,FALSE,TRUE,1,0,0,0,2,TRUE,FALSE,0,0,0,0,4,3,3,1,TRUE,D,FALSE,0,0,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBS,18,R1,422,,FALSE,TRUE,0,0,0,0,1,TRUE,FALSE,1,0,0,1,5,3,4,3,TRUE,D,FALSE,0,0,5,NA,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SY,18,B1,5553,M,FALSE,TRUE,0,0,0,0,1,FALSE,FALSE,0,0,0,0,0,0,0,1,FALSE,P,FALSE,1,2,2,NA,"4,1","Slight disconnect, switched to defense",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AY,18,B2,343,C,FALSE,TRUE,0,0,0,0,2,TRUE,FALSE,2,0,2,0,3,5,0,0,TRUE,D,FALSE,0,0,4,NA,,Takes out algae while scoring L3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW,18,R2,10428,F,FALSE,TRUE,0,0,0,0,1,TRUE,FALSE,0,0,0,1,2,3,3,1,FALSE,P,FALSE,0,0,4,NA,2,"Got defended a bit, but wasn41391t too slowed down",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashwin,18,R3,5472,M,FALSE,TRUE,0,0,0,0,1,TRUE,FALSE,0,0,2,0,0,0,0,0,FALSE,No,FALSE,1,2,2,NA,0,"Bot mechanically seemed very unable to move so hard to rate driver. Removed reef algae during auto. During defense guarded coral intake station that no bot was going to, to poopoo defense and poopoo gamesense assuming their were able to move their bot.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBS,19,R1,7617,C,FALSE,TRUE,0,0,0,0,3,TRUE,FALSE,0,0,0,1,4,4,3,0,TRUE,D,FALSE,0,0,3,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AY,19,B2,1072,F,FALSE,TRUE,0,0,0,0,2,TRUE,FALSE,2,0,0,1,4,3,2,0,TRUE,D,FALSE,0,0,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SY,19,B1,4499,C,FALSE,FALSE,2,0,0,0,1,FALSE,FALSE,2,0,0,5,4,3,4,1,TRUE,D,TRUE,0,0,4,NA,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BH,19,B3,9787,M,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,0,0,1,0,2,FALSE,No,FALSE,0,0,2,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW,19,R2,108,F,FALSE,TRUE,0,0,0,0,3,TRUE,FALSE,2,1,0,1,2,1,4,0,FALSE,P,FALSE,0,0,3,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashwin,19,R3,1880,M,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,1,4,3,0,1,TRUE,P,TRUE,0,0,3,NA,,Almost tipped over once. Tried removing algae from reef during auto but failed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SY,20,B1,624,C,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,2,0,0,1,6,4,2,4,TRUE,P,TRUE,0,0,3,NA,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW,20,R2,2832,C,FALSE,FALSE,1,0,0,0,0,FALSE,FALSE,0,0,2,0,2,2,5,2,TRUE,D,FALSE,0,0,3,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBS,20,R1,1388,F,FALSE,TRUE,1,0,0,0,1,TRUE,FALSE,0,0,0,1,5,6,1,3,TRUE,D,FALSE,0,0,4,NA,,Spinning coral descorer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AY,20,B2,2228,M,FALSE,TRUE,0,0,0,0,1,TRUE,TRUE,3,1,2,0,0,1,1,0,TRUE,D,FALSE,0,0,4,NA,5,scored two processor during auto ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BH,20,B3,7444,F,FALSE,TRUE,0,0,0,0,2,FALSE,FALSE,0,0,0,1,1,3,4,1,TRUE,No,FALSE,0,0,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashwin,20,R3,3044,M,FALSE,TRUE,0,0,0,0,1,TRUE,FALSE,1,0,0,0,1,3,1,4,TRUE,D,FALSE,0,0,3,NA,,Bad at scoring coral. Everytime it successfully scored it took 5+ seconds to score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SY,21,B1,948,F,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,4,2,2,1,2,TRUE,D,FALSE,0,0,3,NA,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AY,21,B2,2910,C,FALSE,TRUE,0,0,0,0,3,TRUE,TRUE,5,1,3,5,1,3,4,0,TRUE,D,TRUE,0,0,5,NA,7,Got beached during auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW,21,R2,2429,C,FALSE,TRUE,1,0,0,0,2,TRUE,FALSE,0,0,0,1,5,5,0,2,TRUE,D,FALSE,0,0,4,NA,,"Good driving, just a bit slow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BH,21,B3,449,F,FALSE,TRUE,0,0,1,0,2,TRUE,FALSE,0,0,0,2,8,9,0,0,TRUE,P,TRUE,0,0,5,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBS,21,R1,3847,F,FALSE,TRUE,0,0,0,0,2,TRUE,TRUE,0,0,2,0,2,3,4,2,TRUE,D,FALSE,0,0,3,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashwin,21,R3,7415,M,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,1,0,0,3,FALSE,No,FALSE,0,0,2,NA,,Cycles last over 20 seconds each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SY,22,B1,1778,C,FALSE,TRUE,0,0,0,0,1,FALSE,FALSE,0,0,0,3,5,5,4,3,FALSE,P,FALSE,0,0,3,NA,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BH,22,B3,5026,F,FALSE,TRUE,0,0,0,0,1,FALSE,FALSE,0,0,0,1,6,6,3,0,FALSE,D,FALSE,0,0,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AY,22,B2,5535,M,FALSE,TRUE,0,1,0,0,0,TRUE,TRUE,6,1,2,0,0,0,0,0,TRUE,D,FALSE,0,0,3,NA,,climbed at 24 seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW,22,R2,294,C,FALSE,TRUE,0,0,0,0,3,TRUE,TRUE,4,0,0,0,3,2,2,4,TRUE,D,FALSE,0,0,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashwin,22,R3,360,M,FALSE,TRUE,0,0,0,0,1,FALSE,FALSE,0,0,2,0,1,5,2,1,TRUE,D,FALSE,0,0,3,NA,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
