team
888
2537
2377
1111
1727
7886
8622
7770
888
888
888
888
888
888
888
888
888
888
888
888
888
888
888
888
2377
2377
2377
2377
2377
2377
2377
2377
2377
2377
2377
2377
2377
1111
1111
1111
1111



























































888
888
888
888
888
0
0































Team Number
